source bytecode,target bytecode,target opcode,target instruction count,source gas,target gas,gas saved,known optimal,translation validation
616b6c905061102d,50616b6c61102d,POP PUSH 27500 PUSH 4141,3,11,8,3,true,true
617530905061102d,5061753061102d,POP PUSH 30000 PUSH 4141,3,11,8,3,true,true
50829050,505081,POP POP DUP2,3,10,7,3,true,true
6305f5e108549050,506305f5e10854,POP PUSH 100000008 SLOAD,3,208,205,3,false,true
80600061ffff1681,80600081,DUP1 PUSH 0 DUP2,3,15,9,6,true,true
8060018190555050,600155,PUSH 1 SSTORE,2,20016,20003,13,false,true
8060028190555050,600255,PUSH 2 SSTORE,2,20016,20003,13,false,true
8060048190555050,600455,PUSH 4 SSTORE,2,20016,20003,13,false,true
8060058190555050,600555,PUSH 5 SSTORE,2,20016,20003,13,false,true
8060068190555050,600655,PUSH 6 SSTORE,2,20016,20003,13,false,true
8060078190555050,600755,PUSH 7 SSTORE,2,20016,20003,13,false,true
8060088190555050,600855,PUSH 8 SSTORE,2,20016,20003,13,false,true
8060098190555050,600955,PUSH 9 SSTORE,2,20016,20003,13,false,true
80600a8190555050,600a55,PUSH 10 SSTORE,2,20016,20003,13,false,true
80600b8190555050,600b55,PUSH 11 SSTORE,2,20016,20003,13,false,true
80600c8190555050,600c55,PUSH 12 SSTORE,2,20016,20003,13,false,true
80600d8190555050,600d55,PUSH 13 SSTORE,2,20016,20003,13,false,true
80600e8190555050,600e55,PUSH 14 SSTORE,2,20016,20003,13,false,true
80600f8190555050,600f55,PUSH 15 SSTORE,2,20016,20003,13,false,true
8060128190555050,601255,PUSH 18 SSTORE,2,20016,20003,13,false,true
80831115156110ba,8281106110ba,DUP3 DUP2 LT PUSH 4282,4,18,12,6,false,true
8110151515610b59,811015610b59,DUP2 LT ISZERO PUSH 2905,4,18,12,6,false,true
81111515156108ad,8111156108ad,DUP2 GT ISZERO PUSH 2221,4,18,12,6,false,true
8181111515610859,808210610859,DUP1 DUP3 LT PUSH 2137,4,18,12,6,false,true
8260008114610302,828015610302,DUP3 DUP1 ISZERO PUSH 770,4,15,12,3,false,true
8282111515611880,818310611880,DUP2 DUP4 LT PUSH 6272,4,18,12,6,false,true
9060159081908184,601560159192601584,PUSH 21 PUSH 21 SWAP2 SWAP3 PUSH 21 DUP5,6,21,18,3,false,true
9081600082015481,9081815483,SWAP1 DUP2 DUP2 SLOAD DUP4,5,218,212,6,false,true
60008190,806000,DUP1 PUSH 0,2,9,6,3,true,true
60009050,506000,POP PUSH 0,2,8,5,3,true,true
33600032821461103a,33600033321461103a,CALLER PUSH 0 CALLER ORIGIN EQ PUSH 4154,6,16,15,1,false,true
336020808301919091,602033818301,PUSH 32 CALLER DUP2 DUP4 ADD,5,23,14,9,false,true
346000141515610100,3415610100,CALLVALUE ISZERO PUSH 256,3,17,8,9,true,true
426040808301919091,604042818301,PUSH 64 TIMESTAMP DUP2 DUP4 ADD,5,23,14,9,false,true
503361083281610aa6,503361083233610aa6,POP CALLER PUSH 2098 CALLER PUSH 2726,5,13,12,1,false,true
506000151584151514,5091918315,POP SWAP2 SWAP2 DUP4 ISZERO,5,23,14,9,false,true
506000600181905550,506000600155,POP PUSH 0 PUSH 1 SSTORE,4,20016,20008,8,false,true
5060008111156104a4,5080156104a4,POP DUP1 ISZERO PUSH 1188,4,17,11,6,true,true
506000821115610b7d,508115610b7d,POP DUP2 ISZERO PUSH 2941,4,17,11,6,true,true
506001151581151514,5080901515,POP DUP1 SWAP1 ISZERO ISZERO,5,23,14,9,false,true
600460208084018290,600460208184602001,PUSH 4 PUSH 32 DUP2 DUP5 PUSH 32 ADD,6,21,18,3,false,true
602001600080191681,602001600081,PUSH 32 ADD PUSH 0 DUP2,4,21,12,9,false,true
604080519081016040,604051806040016040,PUSH 64 MLOAD DUP1 PUSH 64 ADD PUSH 64,6,20,17,3,false,true
600019166000191681,81,DUP2,1,21,3,18,true,true
6000341115156105e1,6105e134151590,PUSH 1505 CALLVALUE ISZERO ISZERO SWAP1,5,17,14,3,false,true
6000341415156104e5,34156104e5,CALLVALUE ISZERO PUSH 1253,3,17,8,9,true,true
600060008214610db9,60008115610db9,PUSH 0 DUP2 ISZERO PUSH 3513,4,15,12,3,false,true
600060019050610921,6001610921,PUSH 1 PUSH 2337,2,14,6,8,true,true
600060068190555050,506000600655,POP PUSH 0 PUSH 6 SSTORE,4,20016,20008,8,false,true
600061044c54905090,61044c5490,PUSH 1100 SLOAD SWAP1,3,214,206,8,false,true
600063ffffffff1681,600081,PUSH 0 DUP2,2,12,6,6,true,true
600080341115610608,60003415610608,PUSH 0 CALLVALUE ISZERO PUSH 1544,4,17,11,6,false,true
6000808210156105bd,600060016105bd,PUSH 0 PUSH 1 PUSH 1469,3,18,9,9,true,true
600080821080612a05,6000600080612a05,PUSH 0 PUSH 0 DUP1 PUSH 10757,4,18,12,6,true,true
6000808214806108c4,60008115806108c4,PUSH 0 DUP2 ISZERO DUP1 PUSH 2244,5,18,15,3,false,true
600081111515610ff9,80901515610ff9,DUP1 SWAP1 ISZERO ISZERO PUSH 4089,5,18,15,3,false,true
6000813b9050919050,3b90,EXTCODESIZE SWAP1,2,719,703,16,false,true
6000819055506110a8,6000556110a8,PUSH 0 SSTORE PUSH 4264,3,20014,20006,8,false,true
600082141515610e8d,8115610e8d,DUP2 ISZERO PUSH 3725,3,18,9,9,true,true
600083141515610c73,8215610c73,DUP3 ISZERO PUSH 3187,3,18,9,9,true,true
600160005060008381,600160008381,PUSH 1 PUSH 0 DUP4 DUP2,4,17,12,5,true,true
600180811115611151,60016001611151,PUSH 1 PUSH 1 PUSH 4433,3,18,9,9,false,true
600181019050613b28,600101613b28,PUSH 1 ADD PUSH 15144,3,17,9,8,true,
600254600019016000,6001600254036000,PUSH 1 PUSH 2 SLOAD SUB PUSH 0,5,215,212,3,false,true
6002808111156114ed,600260016114ed,PUSH 2 PUSH 1 PUSH 5357,3,18,9,9,false,true
6002819055506113bd,6002556113bd,PUSH 2 SSTORE PUSH 5053,3,20014,20006,8,false,true
60049050,506004,POP PUSH 4,2,8,5,3,true,true
6003808111156112eb,600360016112eb,PUSH 3 PUSH 1 PUSH 4843,3,18,9,9,true,true
600460208083019182,602081016020600482,PUSH 32 DUP2 ADD PUSH 32 PUSH 4 DUP3,6,21,18,3,false,true
60048081111561135c,6004600161135c,PUSH 4 PUSH 1 PUSH 4956,3,18,9,9,true,true
600560208083019182,602081016020600582,PUSH 32 DUP2 ADD PUSH 32 PUSH 5 DUP3,6,21,18,3,false,true
600580811115610cd0,60056001610cd0,PUSH 5 PUSH 1 PUSH 3280,3,18,9,9,false,true
600654439010611619,4360065410611619,NUMBER PUSH 6 SLOAD LT PUSH 5657,5,214,211,3,false,true
6006808111156101a1,600660016101a1,PUSH 6 PUSH 1 PUSH 417,3,18,9,9,true,true
600681905550611a57,600655611a57,PUSH 6 SSTORE PUSH 6743,3,20014,20006,8,false,true
600880549050905090,5060085490,POP PUSH 8 SLOAD SWAP1,4,219,208,11,false,true
600a544290106109dc,42600a54106109dc,TIMESTAMP PUSH 10 SLOAD LT PUSH 2524,5,214,211,3,false,true
600a821115156123c4,600a82116123c4,PUSH 10 DUP3 GT PUSH 9156,4,18,12,6,false,true
600b81905550611fcf,600b55611fcf,PUSH 11 SSTORE PUSH 8143,3,20014,20006,8,false,true
600d819055506122b2,600d556122b2,PUSH 13 SSTORE PUSH 8882,3,20014,20006,8,false,true
600f81905550610bf4,600f55610bf4,PUSH 15 SSTORE PUSH 3060,3,20014,20006,8,false,true
60108190555061150c,60105561150c,PUSH 16 SSTORE PUSH 5388,3,20014,20006,8,false,true
60115442901061053b,426011541061053b,TIMESTAMP PUSH 17 SLOAD LT PUSH 1339,5,214,211,3,false,true
60118190555061134b,60115561134b,PUSH 17 SSTORE PUSH 4939,3,20014,20006,8,false,true
60128190555061150a,60125561150a,PUSH 18 SSTORE PUSH 5386,3,20014,20006,8,false,true
601381905550611509,601355611509,PUSH 19 SSTORE PUSH 5385,3,20014,20006,8,false,true
601481905550611508,601455611508,PUSH 20 SSTORE PUSH 5384,3,20014,20006,8,false,true
601581905550611507,601555611507,PUSH 21 SSTORE PUSH 5383,3,20014,20006,8,false,true
601781905550611506,601755611506,PUSH 23 SSTORE PUSH 5382,3,20014,20006,8,false,true
601881905560008181,6000818183601855,PUSH 0 DUP2 DUP2 DUP4 PUSH 24 SSTORE,6,20018,20015,3,false,true
602001506000610f59,506000610f59,POP PUSH 0 PUSH 3929,3,14,8,6,true,true
602001826000191681,602090018281,PUSH 32 SWAP1 ADD DUP3 DUP2,5,21,15,6,false,true
602054429010612b1c,4260205410612b1c,TIMESTAMP PUSH 32 SLOAD LT PUSH 11036,5,214,211,3,false,true
602060002090600090,6000602060002091,PUSH 0 PUSH 32 PUSH 0 SHA3 SWAP2,5,45,42,3,false,true
602d544290106114e8,42602d54106114e8,TIMESTAMP PUSH 45 SLOAD LT PUSH 5352,5,214,211,3,false,true
60089050,506008,POP PUSH 8,2,8,5,3,true,true
604059905901600090,59600081604001,MSIZE PUSH 0 DUP2 PUSH 64 ADD,5,19,14,5,false,true
6067600480505060ea,606760ea,PUSH 103 PUSH 234,2,16,6,10,true,true
60a060408083018290,60a0604060a060408401,PUSH 160 PUSH 64 PUSH 160 PUSH 64 DUP5 ADD,6,21,18,3,false,true
60ff80841660009081,60ff60008185166000,PUSH 255 PUSH 0 DUP2 DUP6 AND PUSH 0,6,21,18,3,false,true
6101186004506101b6,6101186101b6,PUSH 280 PUSH 438,2,11,6,5,true,true
61011e600450610591,61011e610591,PUSH 286 PUSH 1425,2,11,6,5,true,true
6101d860045061026e,6101d861026e,PUSH 472 PUSH 622,2,11,6,5,true,true
600b9050,50600b,POP PUSH 11,2,8,5,3,true,true
61287e90829061322c,8161287e9161322c,DUP2 PUSH 10366 SWAP2 PUSH 12844,4,15,12,3,true,true
6359dc7e0042119050,506359dc7e004211,POP PUSH 1507622400 TIMESTAMP GT,4,13,10,3,true,true
63ffffffff611e6016,611e60,PUSH 7776,1,9,3,6,true,true
601c9050,50601c,POP PUSH 28,2,8,5,3,true,true
805460001015613b7f,805415613b7f,DUP1 SLOAD ISZERO PUSH 15231,4,215,209,6,false,true
80546113ce90610ff6,6113ce8154610ff6,PUSH 5070 DUP2 SLOAD PUSH 4086,4,212,209,3,false,true
806102098190555050,61020955,PUSH 521 SSTORE,2,20016,20003,13,false,true
60200150,50,POP,1,8,2,6,true,true
816002819055505050,50600255,POP PUSH 2 SSTORE,3,20018,20005,13,false,true
816005819055505050,50600555,POP PUSH 5 SSTORE,3,20018,20005,13,false,true
816007819055505050,50600755,POP PUSH 7 SSTORE,3,20018,20005,13,false,true
816008819055505050,50600855,POP PUSH 8 SSTORE,3,20018,20005,13,false,true
81600a819055505050,50600a55,POP PUSH 10 SSTORE,3,20018,20005,13,false,true
818160000181905550,818155,DUP2 DUP2 SSTORE,3,20020,20006,14,false,true
60208190,806020,DUP1 PUSH 32,2,9,6,3,true,true
818301905092915050,500190,POP ADD SWAP1,3,24,8,16,true,true
60208390,826020,DUP3 PUSH 32,2,9,6,3,true,true
60208490,836020,DUP4 PUSH 32,2,9,6,3,true,true
60329050,506032,POP PUSH 50,2,8,5,3,true,true
906002908290803883,8060029192803883,DUP1 PUSH 2 SWAP2 SWAP3 DUP1 CODESIZE DUP4,7,23,20,3,false,true
33600160005060008381,3360016000836000,CALLER PUSH 1 PUSH 0 DUP4 PUSH 0,5,19,14,5,true,true
3460028190555061090a,3460025561090a,CALLVALUE PUSH 2 SSTORE PUSH 2314,4,20016,20008,8,false,true
506002808111156113b3,50600260016113b3,POP PUSH 2 PUSH 1 PUSH 5043,4,20,11,9,true,true
50600380811115611d41,5060036001611d41,POP PUSH 3 PUSH 1 PUSH 7489,4,20,11,9,true,true
50600480811115611978,5060046001611978,POP PUSH 4 PUSH 1 PUSH 6520,4,20,11,9,true,true
506006808111156114bc,50600660016114bc,POP PUSH 6 PUSH 1 PUSH 5308,4,20,11,9,true,true
50600980811115610e6b,5060096001610e6b,POP PUSH 9 PUSH 1 PUSH 3691,4,20,11,9,true,true
50602159905901600090,600060215992508201,PUSH 0 PUSH 33 MSIZE SWAP3 POP DUP3 ADD,7,21,19,2,false,true
60649050,506064,POP PUSH 100,2,8,5,3,true,true
600015156118be611a92,60006118be611a92,PUSH 0 PUSH 6334 PUSH 6802,3,15,9,6,false,true
600033611bc381611a57,600033611bc333611a57,PUSH 0 CALLER PUSH 7107 CALLER PUSH 6743,5,14,13,1,false,true
60006000841080612377,60008080612377,PUSH 0 DUP1 DUP1 PUSH 9079,4,18,12,6,true,true
6000600102915061360d,61360d60009250,PUSH 13837 PUSH 0 SWAP3 POP,4,19,11,8,false,true
60006001600381116000,6000600160006000,PUSH 0 PUSH 1 PUSH 0 PUSH 0,4,18,12,6,true,true
60006002600381116000,6000600260006000,PUSH 0 PUSH 2 PUSH 0 PUSH 0,4,18,12,6,true,true
600060028111156110ba,600060016110ba,PUSH 0 PUSH 1 PUSH 4282,3,18,9,9,false,true
600060038111156128e3,600060016128e3,PUSH 0 PUSH 1 PUSH 10467,3,18,9,9,false,true
60006004805490509050,600454,PUSH 4 SLOAD,2,219,203,16,false,true
60006004811115610f98,60006001610f98,PUSH 0 PUSH 1 PUSH 3992,3,18,9,9,false,true
600060058111156114a6,600060016114a6,PUSH 0 PUSH 1 PUSH 5286,3,18,9,9,false,true
60006006805490509050,600654,PUSH 6 SLOAD,2,219,203,16,false,true
60006006811115611260,60006001611260,PUSH 0 PUSH 1 PUSH 4704,3,18,9,9,true,true
60006008805490509050,600854,PUSH 8 SLOAD,2,219,203,16,false,true
60006009600501549050,600e54,PUSH 14 SLOAD,2,217,203,14,false,true
60006009600601549050,600f54,PUSH 15 SLOAD,2,217,203,14,false,true
60006009811115610b8b,60006001610b8b,PUSH 0 PUSH 1 PUSH 2955,3,18,9,9,true,true
6000600a805490509050,600a54,PUSH 10 SLOAD,2,219,203,16,false,true
60006103099050919050,5061030990,POP PUSH 777 SWAP1,3,19,8,11,true,true
60006298968a54905090,6298968a5490,PUSH 10000010 SLOAD SWAP1,3,214,206,8,false,true
60006304618560905090,630461856090,PUSH 73500000 SWAP1,2,14,6,8,true,true
60008001600201549050,50600254,POP PUSH 2 SLOAD,3,220,205,15,false,true
60008033905082610f29,60003382610f29,PUSH 0 CALLER DUP3 PUSH 3881,4,19,11,8,true,true
60008034141515610249,60003415610249,PUSH 0 CALLVALUE ISZERO PUSH 585,4,20,11,9,true,true
60008060008060009250,6000600060006000,PUSH 0 PUSH 0 PUSH 0 PUSH 0,4,20,12,8,true,true
60008080549050905090,60005490,PUSH 0 SLOAD SWAP1,3,222,206,16,false,true
60008082101515610629,60006000610629,PUSH 0 PUSH 0 PUSH 1577,3,21,9,12,true,true
60008082511115613124,600061312482511590,PUSH 0 PUSH 12580 DUP3 MLOAD ISZERO SWAP1,6,20,17,3,false,true
60008110158015610539,60016000610539,PUSH 1 PUSH 0 PUSH 1337,3,21,9,12,true,true
60008210151515610e3b,6001610e3b,PUSH 1 PUSH 3643,2,21,6,15,true,true
600082101580156109c2,600160006109c2,PUSH 1 PUSH 0 PUSH 2498,3,21,9,12,true,true
60008284031015611af3,6001611af3,PUSH 1 PUSH 6899,2,21,6,15,true,true
600083101515156108fd,60016108fd,PUSH 1 PUSH 2301,2,21,6,15,true,true
60011515611644611a92,6001611644611a92,PUSH 1 PUSH 5700 PUSH 6802,3,15,9,6,false,true
6001341015151561023d,61023d34151590,PUSH 573 CALLVALUE ISZERO ISZERO SWAP1,5,20,14,6,false,true
60015462ed4e00904203,62ed4e006001544203,PUSH 15552000 PUSH 1 SLOAD TIMESTAMP SUB,5,214,211,3,false,true
60016002811115610de3,60016001610de3,PUSH 1 PUSH 1 PUSH 3555,3,18,9,9,true,true
60016003811115610992,60016001610992,PUSH 1 PUSH 1 PUSH 2450,3,18,9,9,false,true
60016005811115610216,60016001610216,PUSH 1 PUSH 1 PUSH 534,3,18,9,9,true,true
80600390,600381,PUSH 3 DUP2,2,9,6,3,true,true
80600490,600481,PUSH 4 DUP2,2,9,6,3,true,true
60026003811115610811,60026001610811,PUSH 2 PUSH 1 PUSH 2065,3,18,9,9,true,true
600260058111156102bb,600260016102bb,PUSH 2 PUSH 1 PUSH 699,3,18,9,9,true,true
60026006811115610c82,60026001610c82,PUSH 2 PUSH 1 PUSH 3202,3,18,9,9,false,true
6002600981111561016c,6002600161016c,PUSH 2 PUSH 1 PUSH 364,3,18,9,9,true,true
80600690,600681,PUSH 6 DUP2,2,9,6,3,true,true
80600790,600781,PUSH 7 DUP2,2,9,6,3,true,true
6003600381111561078d,6003600161078d,PUSH 3 PUSH 1 PUSH 1933,3,18,9,9,true,true
60036004811115611531,60036001611531,PUSH 3 PUSH 1 PUSH 5425,3,18,9,9,true,true
60036005811115610f13,60036001610f13,PUSH 3 PUSH 1 PUSH 3859,3,18,9,9,false,true
60036006811115610cd1,60036001610cd1,PUSH 3 PUSH 1 PUSH 3281,3,18,9,9,false,true
80600890,600881,PUSH 8 DUP2,2,9,6,3,true,true
60040180826000191681,600401808282,PUSH 4 ADD DUP1 DUP3 DUP3,5,24,15,9,false,true
60046005811115610ff2,60046001610ff2,PUSH 4 PUSH 1 PUSH 4082,3,18,9,9,false,true
60046006811115610d20,60046001610d20,PUSH 4 PUSH 1 PUSH 3360,3,18,9,9,false,true
60046009811115611aaf,60046001611aaf,PUSH 4 PUSH 1 PUSH 6831,3,18,9,9,false,true
80600c90,600c81,PUSH 12 DUP2,2,9,6,3,true,true
60056006811115611155,60056001611155,PUSH 5 PUSH 1 PUSH 4437,3,18,9,9,false,true
60056009811115611b07,60056001611b07,PUSH 5 PUSH 1 PUSH 6919,3,18,9,9,false,true
60066009811115611b5f,60066001611b5f,PUSH 6 PUSH 1 PUSH 7007,3,18,9,9,true,true
80605190,605181,PUSH 81 DUP2,2,9,6,3,true,true
600860098111156112f9,600860016112f9,PUSH 8 PUSH 1 PUSH 4857,3,18,9,9,false,true
60088190555060019050,60086001925055,PUSH 8 PUSH 1 SWAP3 POP SSTORE,5,20019,20011,8,false,true
90505090,505090,POP POP SWAP1,3,10,7,3,true,true
91505050,505050,POP POP POP,3,9,6,3,true,true
60fa6004805050610757,60fa610757,PUSH 250 PUSH 1879,2,16,6,10,true,true
61010760005081905550,61010755,PUSH 263 SSTORE,2,20016,20003,13,false,true
61010960005060008481,6101096000846000,PUSH 265 PUSH 0 DUP5 PUSH 0,4,17,12,5,true,true
0181905550,0155,ADD SSTORE,2,20011,20003,8,false,true
611c0982600102614b08,611c0982614b08,PUSH 7177 DUP3 PUSH 19208,3,17,9,8,true,true
61ffff90911660009081,9061ffff6000911681,SWAP1 PUSH 65535 PUSH 0 SWAP2 AND DUP2,6,21,18,3,false,true
662386f26fc100009050,50662386f26fc10000,POP PUSH 10000000000000000,2,8,5,3,true,true
80600063ffffffff1681,80600081,DUP1 PUSH 0 DUP2,3,15,9,6,true,true
60008033915060009050,336000,CALLER PUSH 0,2,21,5,16,true,true
60766004805050610277,6076610277,PUSH 118 PUSH 631,2,16,6,10,true,true
81600160005060008581,81600160008581,DUP2 PUSH 1 PUSH 0 DUP6 DUP2,5,20,15,5,true,true
3060009081,6000306000,PUSH 0 ADDRESS PUSH 0,3,11,8,3,true,true
3360008181,336000336000,CALLER PUSH 0 CALLER PUSH 0,4,11,10,1,true,true
3360009081,6000336000,PUSH 0 CALLER PUSH 0,3,11,8,3,true,true
3460009081,6000346000,PUSH 0 CALLVALUE PUSH 0,3,11,8,3,true,true
34801560fe,34341560fe,CALLVALUE CALLVALUE ISZERO PUSH 254,4,11,10,1,true,true
3460018302141515612dfe,813414612dfe,DUP2 CALLVALUE EQ PUSH 11774,4,25,11,14,false,true
5060008114,508015,POP DUP1 ISZERO,3,11,8,3,true,true
5060008210,506000,POP PUSH 0,2,11,5,6,true,true
5060008214,508115,POP DUP2 ISZERO,3,11,8,3,true,true
5060008310,506000,POP PUSH 0,2,11,5,6,true,true
5060006002811115610f24,5060006001610f24,POP PUSH 0 PUSH 1 PUSH 3876,4,20,11,9,true,true
5060006003811115612abc,5060006001612abc,POP PUSH 0 PUSH 1 PUSH 10940,4,20,11,9,true,true
50600060068111156101d2,50600060016101d2,POP PUSH 0 PUSH 1 PUSH 466,4,20,11,9,true,true
50600360038111156107c0,60016107c060039250,PUSH 1 PUSH 1984 PUSH 3 SWAP3 POP,5,20,14,6,false,true
60003381610eb9826118c0,6000336000610eb9336118c0,PUSH 0 CALLER PUSH 0 PUSH 3769 CALLER PUSH 6336,6,17,16,1,false,true
600060001983011061333d,600061333d,PUSH 0 PUSH 13117,2,21,6,15,true,true
6000600160005060008381,60006001818383,PUSH 0 PUSH 1 DUP2 DUP4 DUP4,5,20,15,5,true,true
6000600180549050905090,60015490,PUSH 1 SLOAD SWAP1,3,222,206,16,false,true
6000600360005060008381,60006003818383,PUSH 0 PUSH 3 DUP2 DUP4 DUP4,5,20,15,5,false,true
6000600380811115610c87,600060036001610c87,PUSH 0 PUSH 3 PUSH 1 PUSH 3207,4,21,12,9,false,true
5060009050,50506000,POP POP PUSH 0,3,10,7,3,true,true
6000600480549050905090,60045490,PUSH 4 SLOAD SWAP1,3,222,206,16,false,true
6000600880549050905090,60085490,PUSH 8 SLOAD SWAP1,3,222,206,16,false,true
6000600a80549050905090,600a5490,PUSH 10 SLOAD SWAP1,3,222,206,16,false,true
6000600c80549050905090,600c5490,PUSH 12 SLOAD SWAP1,3,222,206,16,false,true
6000601080549050905090,60105490,PUSH 16 SLOAD SWAP1,3,222,206,16,false,true
6000601c80549050905090,601c5490,PUSH 28 SLOAD SWAP1,3,222,206,16,false,true
6000602180549050905090,60215490,PUSH 33 SLOAD SWAP1,3,222,206,16,false,true
6000604080519081016040,6000604051604081016040,PUSH 0 PUSH 64 MLOAD PUSH 64 DUP2 ADD PUSH 64,7,23,20,3,false,true
60006305f5e10854905090,6305f5e1085490,PUSH 100000008 SLOAD SWAP1,3,214,206,8,false,true
6000801515611047611a92,60006000611047611a92,PUSH 0 PUSH 0 PUSH 4167 PUSH 6802,4,18,12,6,false,true
6000804243915091509091,434291,NUMBER TIMESTAMP SWAP2,3,26,7,19,true,true
6000806000341115611348,6000803415611348,PUSH 0 DUP1 CALLVALUE ISZERO PUSH 4936,5,20,14,6,false,true
6000806000806000809450,600080600060006000,PUSH 0 DUP1 PUSH 0 PUSH 0 PUSH 0,5,23,15,8,true,true
6000806001811115610b81,600060006001610b81,PUSH 0 PUSH 0 PUSH 1 PUSH 2945,4,21,12,9,false,true
60008060028111156108d2,6000600060016108d2,PUSH 0 PUSH 0 PUSH 1 PUSH 2258,4,21,12,9,false,true
6000806003811115610f44,600060006001610f44,PUSH 0 PUSH 0 PUSH 1 PUSH 3908,4,21,12,9,false,true
60008060058111156114f6,6000600060016114f6,PUSH 0 PUSH 0 PUSH 1 PUSH 5366,4,21,12,9,false,true
60008060098111156115bd,6000600060016115bd,PUSH 0 PUSH 0 PUSH 1 PUSH 5565,4,21,12,9,false,true
600080821015151561082b,6000600161082b,PUSH 0 PUSH 1 PUSH 2091,3,24,9,15,true,true
6000808251915060009050,80516000,DUP1 MLOAD PUSH 0,3,24,8,16,true,true
60008260ff161115610fff,8160ff1615610fff,DUP2 PUSH 255 AND ISZERO PUSH 4095,5,21,15,6,false,true
600082820182111561284d,6000811983111561284d,PUSH 0 DUP2 NOT DUP4 GT ISZERO PUSH 10317,7,24,21,3,false,true
60011515612576336124fe,6001612576336124fe,PUSH 1 PUSH 9590 CALLER PUSH 9470,4,17,11,6,true,true
600180600281111561079e,6001808161079e,PUSH 1 DUP1 DUP2 PUSH 1950,4,21,12,9,false,true
60018060038111156110bc,6001600160016110bc,PUSH 1 PUSH 1 PUSH 1 PUSH 4284,4,21,12,9,false,true
60018060058111156123d4,6001600160016123d4,PUSH 1 PUSH 1 PUSH 1 PUSH 9172,4,21,12,9,false,true
